ID;Title*;DOI;Database;Authors;Title;Year;Published In;Abstract;Keywords;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
441;Studying Operator Behaviour During a Simple But Safety Critical Task;10.1007/1-4020-8153-7_14;Springer;"Andersen, Hans H. K.; Hauland, Gunnar";Studying Operator Behaviour During a Simple But Safety Critical Task;2004;Human Error, Safety and Systems Development;A loss of sufficient Situation Awareness may lead to human errors, possibly resulting in accidents. Situation Awareness is often conceptually described in terms of operators’ correct perception and understanding of a situation. It is though becoming increasingly clear, however, that team SA is an important concept as well. An initial idea for a continuous measure of Team Situation Awareness was tried out in a small technical pilot study conducted in the nuclear reactor control room at Risø. In our present study we seek to develop integrative methods combining eye-movement tracking data with other behavioral data. The study described in this paper is a pilot study, which seeks to establish the feasibility of applying these methods of measurement and analysis, not their validity.;"Team Situation Awareness; Collaborative Work; Eye-Movement Tracking";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
442;Evaluating and Managing Safety Barriers in Major Hazard Plants;10.1007/978-0-85729-410-4_18;Springer;"Duijm, Nijs Jan; Andersen, Henning Boje; Hale, Andrew; Goossens, Louis; Hourtolou, David";Evaluating and Managing Safety Barriers in Major Hazard Plants;2004;Probabilistic Safety Assessment and Management;The European ARAMIS project (Hourtolou and Salvi, 2003) is developing an integrated approach to the modelling and management of major hazard risks for major hazard plants. Central to the model being used is the concept of safety functions and barriers.;"Active Barrier; Safety Management; Safety Culture; Bayesian Belief Network; Accidental Risk";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
443;Change and customisation in complex engineering domains;10.1007/s00163-003-0031-7;Springer;"Eckert, Claudia; Clarkson, P. John; Zanker, Winfried";Change and customisation in complex engineering domains;2004;Research in Engineering Design;Based on a detailed case study on change and customisation to existing products in the aerospace industry, this paper presents a comprehensive analysis of the problems and processes associated with product change. It looks at the potential causes and effects of changes, and analyses the formal and informal processes that are used to handle change. Change processes become problematic when change to one system propagates to other systems, because the tolerance margins of individual parameters are exceeded. The paper concludes with suggestions for handling change.;"Change; Change management; Redesign";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
444;Social-technical aspects in modern manufacturing;10.1007/s00170-003-1573-6;Springer;Oborski, Przemysław;Social-technical aspects in modern manufacturing;2003;The International Journal of Advanced Manufacturing Technology;Manufacturing companies are having to compete in a more and more global market. Continuous quality improvement, a reduction in product price and production series shortening have become necessary in order to be competitive. In such a situation, the development of production systems is necessary. This can only be done via the development of all manufacturing system elements such as production methods, machines, process, control and information systems. One important part of manufacturing systems that is very often not appreciated enough is the human being. This paper focuses on the changing role of managers and machine operators. Problems regarding quality of human decisions, artificial intelligence support and a socio-technical design approach are discussed as well. The aim of this paper is to present the important factors that significantly influence the balanced development of advanced manufacturing systems. The article is the result of a research project focused on improving the cooperation between machine operators and technical systems in manufacturing companies.;"Manufacturing systems; Human factor; Computer integrated production; Socio-technical design; Man-machine interaction";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
445;Keeping Secrets in Hardware: The Microsoft Xbox^TM Case Study;10.1007/3-540-36400-5_17;Springer;Huang, Andrew;Keeping Secrets in Hardware: The Microsoft Xbox^TM Case Study;2003;Cryptographic Hardware and Embedded Systems - CHES 2002;This paper discusses the hardware foundations of the cryptosystem employed by the Xbox^TM video game console from Microsoft. A secret boot block overlay is buried within a system ASIC. This secret boot block decrypts and verifies portions of an external FLASH-type ROM. The presence of the secret boot block is camouflaged by a decoy boot block in the external ROM. The code contained within the secret boot block is transferred to the CPU in the clear over a set of high-speed busses where it can be extracted using simple custom hardware. The paper concludes with recommendations for improving the Xbox security system. One lesson of this study is that the use of a high-performance bus alone is not a sufficient security measure, given the advent of inexpensive rapid prototyping services and affordable high-performance FPGAs.;"Reset Signal; FPGA Board; Kernel Image; Symmetric Cipher; Video Game Console";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
446;IBIS: Semantic Data Integration at Work;10.1007/3-540-45017-3_8;Springer;"Calì, Andrea; Calvanese, Diego; Giacomo, Giuseppe; Lenzerini, Maurizio; Naggar, Paolo; Vernacotola, Fabio";IBIS: Semantic Data Integration at Work;2003;Advanced Information Systems Engineering;In this paper we present IBIS ( Internet-Based Information System ), a system for the semantic integration of heterogeneous data sources, which adopts innovative and state-of-the-art solutions to deal with all aspects of a complex data-integration environment, including query answering under integrity constraints and limitations on source access. IBIS is based on the global-as-view approach, using a relational mediated schema to query the data at the sources. Sources are wrapped so as to provide a relational view on them. A key issue is that the system allows the specification of integrity constraints (modeling constraints in the domain of interest) in the global schema. Since sources are autonomous, the extracted data in general do not satisfy the constraints. IBIS adapts and integrates the data extracted from the sources making use of the constraints in the global schema, so as to answer queries at best with the information available. IBIS deals with limitations in accessing data sources, and exploits techniques developed for querying sources with access limitations in order to retrieve the maximum set of answers. In particular, it may use integrity constraints available on the sources to improve the efficiency of the extraction process.;"Query Processing; Global Schema; Integrity Constraint; Conjunctive Query; Abstract Domain";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
447;Replanning in a Resource-Based Framework;10.1007/3-540-45982-0_7;Springer;"Krogt, Roman; Bos, André; Witteveen, Cees";Replanning in a Resource-Based Framework;2002;Multi-Agent Systems and Applications II;An important aspect of agents is how they construct a plan to reach their goals. Since most agents live in a dynamic environment, they also will often be confronted with situations in which the plans they constructed to reach their goals are no longer feasible. In such situations, agents have to change their plan to deal with the new environment. In this paper we describe such a replanning process using a computational framework, consisting of resources and actions to represent the planned activities of an agent.;"Plan Scheme; Input Resource; Current Plan; Partial Plan; Ground Instance";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
448;Lana: An Approach to Programming Autonomous Systems;10.1007/3-540-47993-7_13;Springer;"Bryce, Ciarán; Razafimahefa, Chrislain; Pawlak, Michel";Lana: An Approach to Programming Autonomous Systems;2002;ECOOP 2002 — Object-Oriented Programming;Networks today are dynamic (e.g. devices join and leave P2P communities or Bluetooth piconets) so programs need to be autonomous. This means that they must be able to continue working despite changes in the network. To provide autonomy, developers require a programming model where the communication primitives are non-blocking, where there is support for information lookup in a program’s current network and where network outages are considered natural rather than as errors. This paper presents Lana, a programming model based on Java, that includes concepts for communication, mobility, security and connection recovery in order to support autonomy.;"Virtual Machine; Autonomous System; Security Policy; Method Call; Resource Discovery";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
449;Meeting the Challenges of Commercial-Off-The-Shelf (COTS) Products: The Information Technology Solutions Evolution Process (ITSEP);10.1007/3-540-45588-4_2;Springer;"Albert, Cecilia; Brownsword, Lisa";Meeting the Challenges of Commercial-Off-The-Shelf (COTS) Products: The Information Technology Solutions Evolution Process (ITSEP);2002;COTS-Based Software Systems;"Government and private organizations are escalating their use of commercial off-the-shelf (COTS) products in critical business systems. These organizations find that the traditional development approach rarely works; that is, the process of defining requirements, formulating an architecture, and then trying to find COTS products to meet the specified requirements within the defined architecture. We describe an alternative approach, based on the Rational Unified Process^TM (RUP)^1, that modifies the acquisition and development processes to more effectively leverage the COTS marketplace through concurrent discovery and negotiation of user needs and business processes, applicable COTS technology and products, the target architecture, and programmatic constraints.";"Business Process; Anchor Point; Construction Phase; Inception Phase; Elaboration Phase";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
450;Visualizing the Execution of Java Programs;10.1007/3-540-45875-1_12;Springer;"Pauw, Wim; Jensen, Erik; Mitchell, Nick; Sevitsky, Gary; Vlissides, John; Yang, Jeaha";Visualizing the Execution of Java Programs;2002;Software Visualization;Jinsight is a tool for exploring a program’s run-time behavior visually. It is helpful for performance analysis, debugging, and any task in which you need to better understand what your Java program is really doing.;"Java Program; Pattern Extraction; Garbage Collector; Temporary Object; Multithreaded Program";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
451;OIL Ontologies for Collaborative Task Performance in Coalitions of Self-Interested Actors;10.1007/3-540-46140-X_30;Springer;"Ermolayev, Vadim; Keberle, Natalya; Tolok, Vyachyslav";OIL Ontologies for Collaborative Task Performance in Coalitions of Self-Interested Actors;2002;Conceptual Modeling for New Information Systems Technologies;Presented are the Task Model and the ontologies for arranging cooperative work in an open organization of intelligent agents-executives. These agents dynamically form the coalitions for collaborative task performance. Coalition formation is guided by contracting negotiation in frame of the Arrangement Phase. The role of the Task and Negotiation Ontologies is to provide the shared conceptualisation of the terms, the structures and the procedures used by agents in the processes of activity analysis, decomposition, performance and delegation. The ontologies are formalized in OIL and are translated to DAML (RDF), RDFS, SHIQ notations, thus providing the concepts in the forms of emerging service mark-up standards.;"Task Execution; Coalition Formation; Desirability Function; Atomic Activity; Activity Placement";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
452;Intelligent Classification of the Drop Hammer Forming Process Method;10.1007/s001700170079;Springer;"Huang, S.H.; Xing, H.; Wang, G.";Intelligent Classification of the Drop Hammer Forming Process Method;2001;The International Journal of Advanced Manufacturing Technology;;"Drop hammer forming; Knowledge acquisition; Neural networks; Rule extraction";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
453;Controlling Tolerence Stacks for Efficient Manufacturing;10.1007/s001700170092;Springer;"Thimm, G.; Britton, G.A.; Cheong, F.S.";Controlling Tolerence Stacks for Efficient Manufacturing;2001;The International Journal of Advanced Manufacturing Technology;;"Datum-hierarchy tree; Minimising tolerance stackups; Optimising process planning";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
454;Lime Revisited;10.1007/3-540-45647-3_5;Springer;"Carbunar, Bogdan; Valente, Marco Tulio; Vitek, Jan";Lime Revisited;2001;Mobile Agents;Lime is a middleware communication infrastructure for mobile computation that addresses physical mobility of devices and logical mobility of software components through a rich set of local and remote primitives. The system’s key innovation is the concept of transiently shared tuple spaces . In Lime, mobile programs are equipped with tuple spaces that move whenever the program moves and are transparently shared with tuple spaces of other co-located programs. The Lime specification is surprisingly complex and tricky to implement. In this paper, we start by deconstructing the Lime model to identify its core components, then we attempt to reconstruct a simpler model, which we call CoreLime, that supports fine-grained access control and can better scale to large configurations.;"Mobile Agent; Operational Semantic; Weak Reaction; Code Fragment; Tuple Space";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
455;A Three-Layer Model for Workflow Semantic Recovery in an Object-Oriented Environment;10.1007/3-540-45581-7_40;Springer;Chiu, Dickson K. W.;A Three-Layer Model for Workflow Semantic Recovery in an Object-Oriented Environment;2001;Conceptual Modeling — ER 2001;There have been numerous attempts to provide semantic recovery workflow support in order to maintain atomicity and consistency. However, they concentrate on compensation activities for individual tasks. This paper propose a three-layer model to provide comprehensive recovery support in an advanced object-oriented workflow environment, which take cares many other properties and aspects of a workflow management system (WFMS). At the workflow layer, the workflow composition hierarchy, workflow semantics and workflow commitment determines recovery requirement and data objects affected. At the data object layer, object class properties, data dependencies determines data recovery requirement. At the recovery primitive layer, users can define different types of reusable primitives to address the above recovery requirements. Based on this model with respect to ADOME-WFMS, this paper illustrates how the problem of workflow recovery can be adequately addressed, especially from an exception-handling viewpoint. In particular, a novel webbased support for cooperative workflow semantic recovery is highlighted.;"Compensation Method; Transaction Model; Exception Handling; Recovery Manager; Nest Transaction";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
456;A Logical Framework for Exception Handling in ADOME Workflow Management System;10.1007/3-540-45140-4_9;Springer;"Chiu, Dickson; Li, Qing; Karlapalem, Kamalakar";A Logical Framework for Exception Handling in ADOME Workflow Management System;2000;Advanced Information Systems Engineering;We have been developing ADOME-WFMS as a comprehensive framework in which the problem of workflow exception handling can be adequately addressed. In this paper, we present detailed design for ADOME-WFMS with procedures for supporting the following: an integrated approach starting from exception detection to exception resolution, reuse of exception handlers, and automated resolution of expected exceptions.;"Logical Framework; Activity Executor; Exception Type; Capability Match; Exception Manager";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
457;Capability Modelling and Knowledge Management;10.1007/978-1-4471-0465-0_3;Springer;"Stader, Jussi; Macintosh, Ann";Capability Modelling and Knowledge Management;2000;Applications and Innovations in Intelligent Systems VII;Organisations are realising how important it is to “know who knows what” and be able to make maximum use of the knowledge. The field of knowledge management is concerned with this issue. AIAI has been involved in the area of knowledge management for some time. AIAI has also been working on ontologies and — in particular — capability ontologies in the context of workflow systems, and is now applying knowledge management techniques to make additional use of the capability ontologies in knowledge management. A software system for supporting capability management, based on a capability ontology and other, well defined specifications, can help an organisation to align the skills of current and future employees with the strategic business objectives.;"Knowledge Management; Project Team; Skill Development; Capability Management; Skill Requirement";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
458;Speeding Up CapBasED-AMS Activities through Multi-Agent Scheduling;10.1007/3-540-44561-7_9;Springer;"Kafeza, Eleanna; Karlapalem, Kamalakar";Speeding Up CapBasED-AMS Activities through Multi-Agent Scheduling;2001;Multi-Agent-Based Simulation;Activity management systems have been employed in large organization to facilitate production time business processes ( or workflows ). An activity consists of interdependent tasks. Exactly one agent (human, hardware/software system) executes a task. CapBasEDAMS is a capability based and event driven activity management system that supports specification and execution of activities using cooperative information systems paradigm. For each business process to be executed an activity instant is created and executed in CapBasEDAMS. Each task of an activity instant is assigned to an agent that executes the task. Therefore, when there are many activity instances executing at the same time many tasks are queued up at agents for execution. In order to speed up the completion of business process, the user can request that certain activity instances be speeded up. In this paper, we design algorithms for speeding up multiple activity instances at the same time by rescheduling activities in multiple agent queues. We evaluate these algorithms for both one-time speed up and multiple times speed up. Our results show that the multiple speed-up algorithm outperform the one-time speed-up algorithm.;"Business Process; Precedence Constraint; Activity Instance; Application Agent; Coordinator Agent";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
459;A Comparison of Two Architectures for Implementing Security and Privacy in Cyberspace;10.1007/3-540-44469-6_27;Springer;"Riet, Reind; Janssen, Wouter; Olivier, Martin; Serban, Radu";A Comparison of Two Architectures for Implementing Security and Privacy in Cyberspace;2000;Database and Expert Systems Applications;In this paper we compare two approaches for implementing Security and Privacy systems in Cyberspace: a structured approach, such as done in Mokum, where access is governed by structure (of the classes), and two principles: the epistemic and the ontologic principle. The second approach is based on the use of capabilities, such as provided by ERP systems.;"security and privacy; cyberspace; architecture; object-orientation; capability";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
460;Problem-Driven Approach to the Design of Information Technology Systems Supporting Complex Cognitive Tasks;10.1007/s101110050019;Springer;"Marmaras, N.; Pavard, B.";Problem-Driven Approach to the Design of Information Technology Systems Supporting Complex Cognitive Tasks;1999;Cognition, Technology & Work;"The present paper proposes a methodological framework for the design and evaluation of information technology systems supporting complex cognitive tasks. The aim of the methodological framework is to permit the design of systems which: (1) address the cognitive difficulties met by potential users in performing complex problem-solving tasks; (2) improve their potential users’ problem-solving performance; and (3) achieve compatibility with potential users’ competences and working environment. After a short review of the weaknesses of existing systems supposed to support complex cognitive tasks, the theoretical foundations of the proposed methodology are presented. These are the ergonomic work analysis of French ergonomists, cognitive engineering , cognitive anthropology–ethnomethodology and activity theory . The third section of the paper describes the generic ergonomic model , which constitutes a frame of reference useful for the analyst of the work situation to which the information technology system is addressed. In the fourth section, the proposed methodology is outlined, and in the fifth a case study demonstrating an application of the methodology is summarised. In the epilogue, the differences between the proposed methodological framework and other more conventional approaches are discussed. Finally, directions for future developments of the problem-driven approach are proposed.";"Activity analysis; Cognitive analysis; Complex cognitive tasks; User-centred design";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
461;;10.1023/A:1008139005510;Springer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
462;Investigating the Work of Industrial Schedulers through Field Study;10.1007/s101110050033;Springer;"Crawford, S.; MacCarthy, B. L.; Wilson, J. R.; Vernon, C.";Investigating the Work of Industrial Schedulers through Field Study;1999;Cognition, Technology & Work;The study of planning and scheduling from a human factors perspective has re-emerged as an important area for research in contemporary manufacturing enterprises. Improved decision support systems are needed that optimally integrate people with computer-based systems in order to increase productivity and responsiveness. However, there is a dearth of knowledge on the reality of the human factors of planning and scheduling practice across manufacturing industry. This paper reviews previous studies of scheduling practice and demonstrates the lack of clearly reported and justified methods to study scheduling behaviour and to interpret and represent the findings. Field study is proposed as the most appropriate approach for carrying out studies of scheduling in practice and various methods used in scheduling field studies are specified. Particular emphasis is given to the investigation of the nature of planning and scheduling practice in the context of a functionally, spatially and temporally complex environment.;"Decision making; Fieldwork; Human factors; Methods; Scheduling";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
463;;10.1023/A:1008358115079;Springer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
464;A Pragmatic Approach for Building a User-Friendly and Flexible UML Model Repository;10.1007/3-540-46852-8_14;Springer;Belaunde, Mariano;A Pragmatic Approach for Building a User-Friendly and Flexible UML Model Repository;1999;«UML»’99 — The Unified Modeling Language;In France Telecom research center in Lannion (France) we have been working for three years on OO modeling as a promising technology for unifying the representation of data. This has led us to develop a Model Repository Tool, which offers, as its default configuration, a full support for the UML 1.3 meta-model. The tool enables the manipulation of models by means of a Java or Python API. It provides a rich and flexible registration capability based on an explicit identification, relying on a two-leveled hierarchical naming space. The paper focuses on the design aspects of the repository tool and highlights its similarities and differences with the design principles of OMG Meta Object Facility specification.;"Abstract Syntax; Object Management Group; Graphical Notation; Model Repository; Reflective Interface";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
465;Large Scale Knowledge Based Systems For Airborne Decision Support;10.1007/978-1-4471-0575-6_20;Springer;"Howells, H.; Davies, A.; Macauley, B.; Zancanato, R.";Large Scale Knowledge Based Systems For Airborne Decision Support;1999;Applications and Innovations in Expert Systems VI;At ES 96 during the Key Note address, the point was forcefully made that software houses have contributed little to the advancement of KBS. In the defence area, especially that of aerospace systems, extensive use has been made of the expertise of software and system houses in developing validation methodologies (VORTEX), real time (MUSE) and multi-agent (D-MUSE) software and together with Universities, a knowledge acquisition toolkit (PC PACK). In the UK at DERA Farnborough within the Airborne Decision Support Group, Air Sector, these software and tools have been developed and applied to problems in building Decision Support Systems for Maritime Air applications. The demanding aircrew tasks are characterised by the need for assimilation and interpretation of multi sensor data to devise tactical responses in real time based on prevailing tactical doctrine and aircrew experience. The applications include Decision Support for Anti Submarine Warfare (ASW), Anti Surface Warfare (ASuW), Airborne Early Warning (AEW) together with ASW/ASuW and the proposed AEW technology demonstrators. Currently the transition is being made from the laboratory concept demonstrators to large scale technology demonstrator programmes as a risk reduction exercise prior to specification for airborne use. The proposed AEW TDP includes extensive modularity to support extensibility and component reuse.;"Decision Support System; Track Identity; Mission System; Real Time Software; Knowledge Base System";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
